,State,1,Crop,3,District,Year,Season,16,Area (ha),22,23,Production (t),27,29,Yield (t/ha)
12023,,,,,,2008-09,Rabi,,20.0,,,118.0,,,5.9
12024,,,,,,2009-10,Rabi,,7.0,,,38.0,,,5.428571428571429
12025,,,,,,2011-12,Rabi,,5.0,,,26.0,,,5.2
12026,,,,,,2012-13,Rabi,,6.0,,,31.0,,,5.166666666666666
12027,UTTAR PRADESH,,,,,,,,,,,,,,
12028,,,Garlic,,,,,,,,,,,,
12029,,,,,HAMIRPUR,,,,,,,,,,
12030,,,,,,2013-14,Rabi,,6.0,,,35.0,,,5.833333333333334
12031,,,,,HAPUR,,,,,,,,,,
12032,,,,,,2013-14,Rabi,,203.0,,,1189.0,,,5.857142857142857
12033,,,,,HARDOI,,,,,,,,,,
12034,,,,,,2004-05,Whole year,,121.0,,,524.0,,,4.330578512396695
12035,,,,,,2005-06,Whole year,,127.0,,,553.0,,,4.354330708661418
12036,,,,,,2006-07,Rabi,,329.0,,,1447.0,,,4.398176291793313
12037,,,,,,2008-09,Rabi,,301.0,,,1773.0,,,5.8903654485049834
12038,,,,,,2009-10,Rabi,,189.0,,,1004.0,,,5.3121693121693125
12039,,,,,,2011-12,Rabi,,218.0,,,1127.0,,,5.169724770642201
12040,,,,,,2012-13,Rabi,,236.0,,,1226.0,,,5.194915254237288
12041,,,,,,2013-14,Rabi,,173.0,,,1014.0,,,5.861271676300578
12042,,,,,JALAUN,,,,,,,,,,
12043,,,,,,2008-09,Rabi,,1.0,,,6.0,,,6.0
12044,,,,,,2009-10,Rabi,,2.0,,,10.0,,,5.0
12045,,,,,,2011-12,Rabi,,1.0,,,5.0,,,5.0
12046,,,,,JAUNPUR,,,,,,,,,,
12047,,,,,,2005-06,Whole year,,9.0,,,39.0,,,4.333333333333333
12048,,,,,,2006-07,Rabi,,36.0,,,158.0,,,4.388888888888889
12049,,,,,,2008-09,Rabi,,22.0,,,130.0,,,5.909090909090909
12050,,,,,,2009-10,Rabi,,53.0,,,282.0,,,5.320754716981132
12051,,,,,,2011-12,Rabi,,16.0,,,83.0,,,5.1875
12052,,,,,,2012-13,Rabi,,20.0,,,104.0,,,5.2
12053,,,,,,2013-14,Rabi,,20.0,,,117.0,,,5.85
12054,,,,,JHANSI,,,,,,,,,,
12055,,,,,,2004-05,Whole year,,13.0,,,56.0,,,4.3076923076923075
12056,,,,,,2006-07,Rabi,,4.0,,,18.0,,,4.5
12057,,,,,,2008-09,Rabi,,5.0,,,29.0,,,5.8
12058,,,,,,2009-10,Rabi,,2.0,,,11.0,,,5.5
12059,,,,,,2011-12,Rabi,,9.0,,,46.0,,,5.111111111111111
12060,,,,,,2012-13,Rabi,,3.0,,,16.0,,,5.333333333333334
12061,,,,,,2013-14,Rabi,,9.0,,,53.0,,,5.888888888888889
12062,,,,,KANNAUJ,,,,,,,,,,
12063,,,,,,2004-05,Whole year,,133.0,,,576.0,,,4.330827067669173
12064,,,,,,2005-06,Whole year,,1851.0,,,8065.0,,,4.357104267963263
12065,,,,,,2006-07,Rabi,,1248.0,,,5487.0,,,4.396634615384616
12066,,,,,,2008-09,Rabi,,1916.0,,,11285.0,,,5.889874739039666
12067,,,,,,2009-10,Rabi,,1617.0,,,8592.0,,,5.313543599257884
12068,,,,,,2011-12,Rabi,,2019.0,,,10434.0,,,5.167904903417533
12069,,,,,,2012-13,Rabi,,2101.0,,,10913.0,,,5.19419324131366
12070,,,,,,2013-14,Rabi,,1537.0,,,9005.0,,,5.858815875081327
12071,,,,,KANPUR CITY,,,,,,,,,,
12072,,,,,,2005-06,Whole year,,29.0,,,126.0,,,4.344827586206897
12073,,,,,,2006-07,Rabi,,142.0,,,624.0,,,4.394366197183099
12074,,,,,,2008-09,Rabi,,52.0,,,306.0,,,5.884615384615384
12075,,,,,,2009-10,Rabi,,50.0,,,266.0,,,5.32
12076,,,,,,2011-12,Rabi,,135.0,,,698.0,,,5.170370370370371
12077,,,,,,2012-13,Rabi,,147.0,,,764.0,,,5.197278911564625
12078,,,,,,2013-14,Rabi,,96.0,,,562.0,,,5.854166666666666
12079,UTTAR PRADESH,,,,,,,,,,,,,,
12080,,,Garlic,,,,,,,,,,,,
12081,,,,,KASGANJ (KASHIRAM NAGAR),,,,,,,,,,
12082,,,,,,2009-10,Rabi,,4629.0,,,24594.0,,,5.31302657161374
12083,,,,,,2011-12,Rabi,,4463.0,,,23065.0,,,5.168048397938606
12084,,,,,,2012-13,Rabi,,2744.0,,,14252.0,,,5.1938775510204085
12085,,,,,,2013-14,Rabi,,4370.0,,,25604.0,,,5.859038901601831
12086,,,,,KAUSHAMBI,,,,,,,,,,
12087,,,,,,2004-05,Whole year,,63.0,,,273.0,,,4.333333333333333
12088,,,,,,2005-06,Whole year,,54.0,,,235.0,,,4.351851851851851
12089,,,,,,2006-07,Rabi,,57.0,,,250.0,,,4.385964912280702
12090,,,,,,2008-09,Rabi,,94.0,,,554.0,,,5.8936170212765955
12091,,,,,,2009-10,Rabi,,36.0,,,192.0,,,5.333333333333334
12092,,,,,,2011-12,Rabi,,90.0,,,465.0,,,5.166666666666666
12093,,,,,,2012-13,Rabi,,65.0,,,337.0,,,5.184615384615385
12094,,,,,,2013-14,Rabi,,95.0,,,557.0,,,5.863157894736841
12095,,,,,KHERI,,,,,,,,,,
12096,,,,,,2004-05,Whole year,,9.0,,,39.0,,,4.333333333333333
12097,,,,,,2005-06,Whole year,,133.0,,,579.0,,,4.353383458646617
12098,,,,,,2006-07,Rabi,,53.0,,,233.0,,,4.39622641509434
12099,,,,,,2008-09,Rabi,,67.0,,,395.0,,,5.895522388059702
12100,,,,,,2009-10,Rabi,,61.0,,,324.0,,,5.311475409836065
12101,,,,,,2011-12,Rabi,,140.0,,,723.0,,,5.164285714285715
12102,,,,,,2012-13,Rabi,,126.0,,,654.0,,,5.190476190476191
12103,,,,,,2013-14,Rabi,,64.0,,,375.0,,,5.859375
12104,,,,,KUSHI NGR.,,,,,,,,,,
12105,,,,,,2004-05,Whole year,,8.0,,,35.0,,,4.375
12106,,,,,,2005-06,Whole year,,2.0,,,9.0,,,4.5
12107,,,,,,2006-07,Rabi,,22.0,,,97.0,,,4.409090909090909
12108,,,,,,2008-09,Rabi,,7.0,,,41.0,,,5.857142857142857
12109,,,,,,2009-10,Rabi,,8.0,,,43.0,,,5.375
12110,,,,,,2011-12,Rabi,,9.0,,,47.0,,,5.222222222222221
12111,,,,,,2012-13,Rabi,,5.0,,,26.0,,,5.2
12112,,,,,,2013-14,Rabi,,3.0,,,17.0,,,5.666666666666666
12113,,,,,LALITPUR,,,,,,,,,,
12114,,,,,,2005-06,Whole year,,5.0,,,22.0,,,4.4
12115,,,,,,2008-09,Rabi,,1.0,,,6.0,,,6.0
12116,,,,,,2009-10,Rabi,,3.0,,,16.0,,,5.333333333333334
12117,,,,,,2011-12,Rabi,,3.0,,,16.0,,,5.333333333333334
12118,,,,,,2012-13,Rabi,,6.0,,,31.0,,,5.166666666666666
12119,,,,,LUCKNOW,,,,,,,,,,
12120,,,,,,2004-05,Whole year,,5.0,,,22.0,,,4.4
12121,,,,,,2005-06,Whole year,,91.0,,,397.0,,,4.362637362637363
12122,,,,,,2006-07,Rabi,,190.0,,,835.0,,,4.394736842105263
12123,,,,,,2008-09,Rabi,,81.0,,,477.0,,,5.888888888888889
12124,,,,,,2009-10,Rabi,,81.0,,,430.0,,,5.3086419753086425
12125,,,,,,2011-12,Rabi,,86.0,,,444.0,,,5.162790697674419
12126,,,,,,2012-13,Rabi,,83.0,,,431.0,,,5.192771084337349
12127,,,,,,2013-14,Rabi,,189.0,,,1107.0,,,5.857142857142857
12128,,,,,MAHAMAYA NAGAR,,,,,,,,,,
12129,,,,,,2004-05,Whole year,,77.0,,,334.0,,,4.337662337662338
12130,,,,,,2005-06,Whole year,,120.0,,,523.0,,,4.358333333333333
12131,UTTAR PRADESH,,,,,,,,,,,,,,
12132,,,Garlic,,,,,,,,,,,,
12133,,,,,MAHAMAYA NAGAR,,,,,,,,,,
12134,,,,,,2006-07,Rabi,,144.0,,,633.0,,,4.395833333333333
12135,,,,,,2008-09,Rabi,,160.0,,,942.0,,,5.8875
12136,,,,,,2009-10,Rabi,,206.0,,,1094.0,,,5.310679611650486
12137,,,,,,2011-12,Rabi,,249.0,,,1287.0,,,5.168674698795181
12138,,,,,,2012-13,Rabi,,112.0,,,582.0,,,5.196428571428571
12139,,,,,,2013-14,Rabi,,119.0,,,697.0,,,5.857142857142857
12140,,,,,MAHARAHGANJ,,,,,,,,,,
12141,,,,,,2004-05,Whole year,,1.0,,,4.0,,,4.0
12142,,,,,,2006-07,Rabi,,13.0,,,57.0,,,4.384615384615384
12143,,,,,,2008-09,Rabi,,1.0,,,6.0,,,6.0
12144,,,,,,2009-10,Rabi,,3.0,,,16.0,,,5.333333333333334
12145,,,,,,2012-13,Rabi,,1.0,,,5.0,,,5.0
12146,,,,,MAHOBA,,,,,,,,,,
12147,,,,,,2004-05,Whole year,,1.0,,,4.0,,,4.0
12148,,,,,,2008-09,Rabi,,1.0,,,6.0,,,6.0
12149,,,,,,2009-10,Rabi,,1.0,,,5.0,,,5.0
12150,,,,,MAINPURI,,,,,,,,,,
12151,,,,,,2004-05,Whole year,,15317.0,,,66336.0,,,4.330874192074166
12152,,,,,,2005-06,Whole year,,8353.0,,,36395.0,,,4.3571172033999765
12153,,,,,,2006-07,Rabi,,6876.0,,,30234.0,,,4.397033158813263
12154,,,,,,2008-09,Rabi,,7974.0,,,46967.0,,,5.890017557060446
12155,,,,,,2009-10,Rabi,,8784.0,,,46669.0,,,5.312955373406193
12156,,,,,,2011-12,Rabi,,8112.0,,,41923.0,,,5.168022682445759
12157,,,,,,2012-13,Rabi,,8536.0,,,44336.0,,,5.194001874414246
12158,,,,,,2013-14,Rabi,,7865.0,,,46081.0,,,5.85899554990464
12159,,,,,MATHURA,,,,,,,,,,
12160,,,,,,2004-05,Whole year,,1.0,,,4.0,,,4.0
12161,,,,,,2005-06,Whole year,,3.0,,,13.0,,,4.333333333333333
12162,,,,,,2006-07,Rabi,,10.0,,,44.0,,,4.4
12163,,,,,,2008-09,Rabi,,6.0,,,35.0,,,5.833333333333334
12164,,,,,,2009-10,Rabi,,4.0,,,21.0,,,5.25
12165,,,,,,2011-12,Rabi,,4.0,,,21.0,,,5.25
12166,,,,,MAU,,,,,,,,,,
12167,,,,,,2004-05,Whole year,,7.0,,,31.0,,,4.428571428571428
12168,,,,,,2005-06,Whole year,,3.0,,,13.0,,,4.333333333333333
12169,,,,,,2006-07,Rabi,,20.0,,,88.0,,,4.4
12170,,,,,,2008-09,Rabi,,1.0,,,6.0,,,6.0
12171,,,,,,2009-10,Rabi,,11.0,,,58.0,,,5.2727272727272725
12172,,,,,,2011-12,Rabi,,1.0,,,5.0,,,5.0
12173,,,,,,2012-13,Rabi,,5.0,,,26.0,,,5.2
12174,,,,,,2013-14,Rabi,,1.0,,,6.0,,,6.0
12175,,,,,MEERUT,,,,,,,,,,
12176,,,,,,2004-05,Whole year,,3.0,,,13.0,,,4.333333333333333
12177,,,,,,2005-06,Whole year,,2.0,,,8.0,,,4.0
12178,,,,,,2008-09,Rabi,,2.0,,,12.0,,,6.0
12179,,,,,,2009-10,Rabi,,1.0,,,5.0,,,5.0
12180,,,,,,2011-12,Rabi,,15.0,,,78.0,,,5.2
12181,,,,,,2013-14,Rabi,,1.0,,,6.0,,,6.0
12182,,,,,MIRZAPUR,,,,,,,,,,
12183,UTTAR PRADESH,,,,,,,,,,,,,,
12184,,,Garlic,,,,,,,,,,,,
12185,,,,,MIRZAPUR,,,,,,,,,,
12186,,,,,,2004-05,Whole year,,2.0,,,9.0,,,4.5
12187,,,,,,2005-06,Whole year,,2.0,,,9.0,,,4.5
12188,,,,,,2006-07,Rabi,,16.0,,,71.0,,,4.4375
12189,,,,,,2008-09,Rabi,,1.0,,,6.0,,,6.0
12190,,,,,,2009-10,Rabi,,1.0,,,5.0,,,5.0
12191,,,,,,2011-12,Rabi,,4.0,,,21.0,,,5.25
12192,,,,,MORADABAD,,,,,,,,,,
12193,,,,,,2004-05,Whole year,,37.0,,,160.0,,,4.324324324324325
12194,,,,,,2005-06,Whole year,,3.0,,,13.0,,,4.333333333333333
12195,,,,,,2006-07,Rabi,,44.0,,,193.0,,,4.386363636363637
12196,,,,,,2008-09,Rabi,,62.0,,,365.0,,,5.887096774193549
12197,,,,,,2009-10,Rabi,,34.0,,,181.0,,,5.3235294117647065
12198,,,,,,2011-12,Rabi,,25.0,,,129.0,,,5.16
12199,,,,,,2012-13,Rabi,,7.0,,,36.0,,,5.142857142857143
12200,,,,,,2013-14,Rabi,,17.0,,,100.0,,,5.882352941176471
12201,,,,,MUZAFFARNAGAR,,,,,,,,,,
12202,,,,,,2004-05,Whole year,,86.0,,,372.0,,,4.325581395348837
12203,,,,,,2005-06,Whole year,,61.0,,,266.0,,,4.360655737704918
12204,,,,,,2006-07,Rabi,,100.0,,,440.0,,,4.4
12205,,,,,,2008-09,Rabi,,55.0,,,324.0,,,5.8909090909090915
12206,,,,,,2009-10,Rabi,,65.0,,,345.0,,,5.3076923076923075
12207,,,,,,2011-12,Rabi,,34.0,,,176.0,,,5.1764705882352935
12208,,,,,,2012-13,Rabi,,2.0,,,10.0,,,5.0
12209,,,,,,2013-14,Rabi,,43.0,,,252.0,,,5.8604651162790695
12210,,,,,PILIBHIT,,,,,,,,,,
12211,,,,,,2004-05,Whole year,,45.0,,,195.0,,,4.333333333333333
12212,,,,,,2006-07,Rabi,,1.0,,,4.0,,,4.0
12213,,,,,,2008-09,Rabi,,7.0,,,41.0,,,5.857142857142857
12214,,,,,,2009-10,Rabi,,11.0,,,58.0,,,5.2727272727272725
12215,,,,,,2011-12,Rabi,,21.0,,,108.0,,,5.142857142857143
12216,,,,,,2012-13,Rabi,,21.0,,,109.0,,,5.190476190476191
12217,,,,,,2013-14,Rabi,,41.0,,,240.0,,,5.853658536585366
12218,,,,,PRATAPGARH,,,,,,,,,,
12219,,,,,,2004-05,Whole year,,4.0,,,4.0,,,1.0
12220,,,,,,2005-06,Whole year,,7.0,,,30.0,,,4.285714285714286
12221,,,,,,2006-07,Rabi,,80.0,,,352.0,,,4.4
12222,,,,,,2008-09,Rabi,,7.0,,,41.0,,,5.857142857142857
12223,,,,,,2009-10,Rabi,,112.0,,,595.0,,,5.3125
12224,,,,,,2011-12,Rabi,,10.0,,,52.0,,,5.2
12225,,,,,,2012-13,Rabi,,11.0,,,57.0,,,5.181818181818182
12226,,,,,,2013-14,Rabi,,13.0,,,76.0,,,5.846153846153847
12227,,,,,RAEBARELI,,,,,,,,,,
12228,,,,,,2004-05,Whole year,,81.0,,,351.0,,,4.333333333333333
12229,,,,,,2005-06,Whole year,,206.0,,,897.0,,,4.354368932038835
12230,,,,,,2006-07,Rabi,,199.0,,,875.0,,,4.396984924623116
12231,,,,,,2008-09,Rabi,,154.0,,,907.0,,,5.8896103896103895
12232,,,,,,2009-10,Rabi,,133.0,,,707.0,,,5.315789473684211
12233,,,,,,2011-12,Rabi,,197.0,,,1018.0,,,5.167512690355331
12234,,,,,,2012-13,Rabi,,164.0,,,852.0,,,5.195121951219512
12235,UTTAR PRADESH,,,,,,,,,,,,,,
12236,,,Garlic,,,,,,,,,,,,
12237,,,,,RAEBARELI,,,,,,,,,,
12238,,,,,,2013-14,Rabi,,161.0,,,943.0,,,5.857142857142857
12239,,,,,RAMABAI NAGAR,,,,,,,,,,
12240,,,,,,2004-05,Whole year,,1.0,,,4.0,,,4.0
12241,,,,,,2005-06,Whole year,,145.0,,,632.0,,,4.358620689655172
12242,,,,,,2006-07,Rabi,,93.0,,,409.0,,,4.397849462365592
12243,,,,,,2008-09,Rabi,,193.0,,,1137.0,,,5.89119170984456
12244,,,,,,2009-10,Rabi,,119.0,,,632.0,,,5.3109243697479
12245,,,,,,2011-12,Rabi,,224.0,,,1157.0,,,5.165178571428571
12246,,,,,,2012-13,Rabi,,217.0,,,1127.0,,,5.193548387096774
12247,,,,,,2013-14,Rabi,,161.0,,,944.0,,,5.86335403726708
12248,,,,,RAMPUR,,,,,,,,,,
12249,,,,,,2004-05,Whole year,,176.0,,,762.0,,,4.329545454545454
12250,,,,,,2005-06,Whole year,,529.0,,,2305.0,,,4.357277882797732
12251,,,,,,2006-07,Rabi,,485.0,,,2133.0,,,4.397938144329896
12252,,,,,,2008-09,Rabi,,226.0,,,1331.0,,,5.889380530973451
12253,,,,,,2009-10,Rabi,,77.0,,,409.0,,,5.311688311688312
12254,,,,,,2011-12,Rabi,,207.0,,,1070.0,,,5.169082125603865
12255,,,,,,2012-13,Rabi,,216.0,,,1122.0,,,5.194444444444445
12256,,,,,,2013-14,Rabi,,182.0,,,1066.0,,,5.857142857142857
12257,,,,,S.RAVI DAS NGR.,,,,,,,,,,
12258,,,,,,2006-07,Rabi,,8.0,,,35.0,,,4.375
12259,,,,,,2009-10,Rabi,,5.0,,,27.0,,,5.4
12260,,,,,SAHARANPUR,,,,,,,,,,
12261,,,,,,2004-05,Whole year,,3.0,,,13.0,,,4.333333333333333
12262,,,,,,2005-06,Whole year,,8.0,,,35.0,,,4.375
12263,,,,,,2006-07,Rabi,,7.0,,,31.0,,,4.428571428571428
12264,,,,,,2008-09,Rabi,,9.0,,,53.0,,,5.888888888888889
12265,,,,,,2009-10,Rabi,,9.0,,,48.0,,,5.333333333333334
12266,,,,,,2011-12,Rabi,,15.0,,,77.0,,,5.133333333333334
12267,,,,,,2012-13,Rabi,,4.0,,,21.0,,,5.25
12268,,,,,SAMBHAL,,,,,,,,,,
12269,,,,,,2012-13,Rabi,,132.0,,,686.0,,,5.196969696969697
12270,,,,,,2013-14,Rabi,,244.0,,,1429.0,,,5.85655737704918
12271,,,,,SANT KABIR NGR.,,,,,,,,,,
12272,,,,,,2004-05,Whole year,,1.0,,,4.0,,,4.0
12273,,,,,,2005-06,Whole year,,2.0,,,9.0,,,4.5
12274,,,,,,2006-07,Rabi,,21.0,,,92.0,,,4.3809523809523805
12275,,,,,,2008-09,Rabi,,3.0,,,18.0,,,6.0
12276,,,,,,2009-10,Rabi,,5.0,,,26.0,,,5.2
12277,,,,,,2012-13,Rabi,,5.0,,,26.0,,,5.2
12278,,,,,,2013-14,Rabi,,1.0,,,6.0,,,6.0
12279,,,,,SHAHJAHANPUR,,,,,,,,,,
12280,,,,,,2004-05,Whole year,,83.0,,,359.0,,,4.325301204819278
12281,,,,,,2005-06,Whole year,,16.0,,,70.0,,,4.375
12282,,,,,,2008-09,Rabi,,52.0,,,306.0,,,5.884615384615384
12283,,,,,,2009-10,Rabi,,113.0,,,600.0,,,5.3097345132743365
12284,,,,,,2011-12,Rabi,,63.0,,,326.0,,,5.174603174603175
12285,,,,,,2012-13,Rabi,,181.0,,,940.0,,,5.193370165745856
12286,,,,,,2013-14,Rabi,,97.0,,,569.0,,,5.865979381443299
12287,UTTAR PRADESH,,,,,,,,,,,,,,
12288,,,Garlic,,,,,,,,,,,,
12289,,,,,SHAMLI,,,,,,,,,,
12290,,,,,,2012-13,Rabi,,339.0,,,1761.0,,,5.1946902654867255
12291,,,,,,2013-14,Rabi,,65.0,,,381.0,,,5.861538461538462
12292,,,,,SHIVASTI,,,,,,,,,,
12293,,,,,,2004-05,Whole year,,19.0,,,82.0,,,4.315789473684211
12294,,,,,,2005-06,Whole year,,2.0,,,9.0,,,4.5
12295,,,,,,2006-07,Rabi,,15.0,,,66.0,,,4.4
12296,,,,,,2008-09,Rabi,,3.0,,,18.0,,,6.0
12297,,,,,,2009-10,Rabi,,1.0,,,5.0,,,5.0
12298,,,,,,2012-13,Rabi,,53.0,,,275.0,,,5.188679245283018
12299,,,,,,2013-14,Rabi,,8.0,,,47.0,,,5.875
12300,,,,,SIDDHARTH NGR.,,,,,,,,,,
12301,,,,,,2005-06,Whole year,,43.0,,,187.0,,,4.348837209302326
12302,,,,,,2006-07,Rabi,,30.0,,,132.0,,,4.4
12303,,,,,,2008-09,Rabi,,45.0,,,265.0,,,5.888888888888889
12304,,,,,,2009-10,Rabi,,128.0,,,680.0,,,5.3125
12305,,,,,,2011-12,Rabi,,56.0,,,289.0,,,5.160714285714286
12306,,,,,,2012-13,Rabi,,64.0,,,332.0,,,5.1875
12307,,,,,,2013-14,Rabi,,61.0,,,357.0,,,5.852459016393443
12308,,,,,SITAPUR,,,,,,,,,,
12309,,,,,,2004-05,Whole year,,184.0,,,797.0,,,4.331521739130435
12310,,,,,,2005-06,Whole year,,268.0,,,1168.0,,,4.358208955223881
12311,,,,,,2006-07,Rabi,,257.0,,,1130.0,,,4.396887159533074
12312,,,,,,2008-09,Rabi,,233.0,,,1372.0,,,5.888412017167382
12313,,,,,,2009-10,Rabi,,237.0,,,1259.0,,,5.3122362869198305
12314,,,,,,2011-12,Rabi,,180.0,,,930.0,,,5.166666666666666
12315,,,,,,2012-13,Rabi,,182.0,,,945.0,,,5.1923076923076925
12316,,,,,,2013-14,Rabi,,107.0,,,627.0,,,5.85981308411215
12317,,,,,SONBHADRA,,,,,,,,,,
12318,,,,,,2005-06,Whole year,,3.0,,,13.0,,,4.333333333333333
12319,,,,,,2006-07,Rabi,,11.0,,,48.0,,,4.363636363636363
12320,,,,,,2008-09,Rabi,,11.0,,,65.0,,,5.909090909090909
12321,,,,,,2009-10,Rabi,,14.0,,,74.0,,,5.285714285714286
12322,,,,,,2011-12,Rabi,,13.0,,,67.0,,,5.153846153846153
12323,,,,,,2012-13,Rabi,,17.0,,,88.0,,,5.1764705882352935
12324,,,,,,2013-14,Rabi,,24.0,,,141.0,,,5.875
12325,,,,,SULTANPUR,,,,,,,,,,
12326,,,,,,2004-05,Whole year,,7.0,,,30.0,,,4.285714285714286
12327,,,,,,2005-06,Whole year,,21.0,,,92.0,,,4.3809523809523805
12328,,,,,,2006-07,Rabi,,11.0,,,48.0,,,4.363636363636363
12329,,,,,,2008-09,Rabi,,40.0,,,236.0,,,5.9
12330,,,,,,2009-10,Rabi,,10.0,,,53.0,,,5.3
12331,,,,,,2011-12,Rabi,,21.0,,,109.0,,,5.190476190476191
12332,,,,,,2012-13,Rabi,,31.0,,,161.0,,,5.193548387096774
12333,,,,,,2013-14,Rabi,,29.0,,,170.0,,,5.862068965517242
12334,,,,,UNNAO,,,,,,,,,,
12335,,,,,,2004-05,Whole year,,170.0,,,736.0,,,4.329411764705882
12336,,,,,,2005-06,Whole year,,91.0,,,397.0,,,4.362637362637363
12337,,,,,,2006-07,Rabi,,67.0,,,295.0,,,4.402985074626866
12338,,,,,,2008-09,Rabi,,179.0,,,1054.0,,,5.888268156424581
12339,UTTAR PRADESH,,,,,,,,,,,,,,
12340,,,Garlic,,,,,,,,,,,,
12341,,,,,UNNAO,,,,,,,,,,
12342,,,,,,2009-10,Rabi,,258.0,,,1371.0,,,5.313953488372094
12343,,,,,,2011-12,Rabi,,319.0,,,1649.0,,,5.169278996865204
12344,,,,,,2012-13,Rabi,,287.0,,,1491.0,,,5.195121951219512
12345,,,,,,2013-14,Rabi,,147.0,,,861.0,,,5.857142857142857
12346,,,,,VARANASI,,,,,,,,,,
12347,,,,,,2005-06,Whole year,,2.0,,,9.0,,,4.5
12348,,,,,,2006-07,Rabi,,78.0,,,343.0,,,4.397435897435897
12349,,,,,,2008-09,Rabi,,6.0,,,35.0,,,5.833333333333334
12350,,,,,,2009-10,Rabi,,3.0,,,16.0,,,5.333333333333334
12351,,,,,,2011-12,Rabi,,1.0,,,5.0,,,5.0
12352,,,,,,2013-14,Rabi,,4.0,,,24.0,,,6.0
12353,,,Sweet potato,,,,,,,,,,,,
12354,,,,,AGRA,,,,,,,,,,
12355,,,,,,2004-05,Whole year,,96.0,,,1116.0,,,11.625
12356,,,,,,2005-06,Whole year,,115.0,,,1504.0,,,13.078260869565218
12357,,,,,,2006-07,Kharif,,61.0,,,833.0,,,13.655737704918034
12358,,,,,,2007-08,Kharif,,155.0,,,2087.0,,,13.464516129032258
12359,,,,,,2008-09,Kharif,,105.0,,,1290.0,,,12.285714285714286
12360,,,,,,2009-10,Kharif,,106.0,,,1442.0,,,13.60377358490566
12361,,,,,,2010-11,Kharif,,181.0,,,2229.0,,,12.314917127071825
12362,,,,,,2011-12,Kharif,,122.0,,,1585.0,,,12.991803278688524
12363,,,,,,2012-13,Kharif,,143.0,,,1852.0,,,12.951048951048952
12364,,,,,,2013-14,Kharif,,274.0,,,3621.0,,,13.215328467153286
12365,,,,,ALIGARH,,,,,,,,,,
12366,,,,,,2004-05,Whole year,,345.0,,,4009.0,,,11.620289855072464
12367,,,,,,2005-06,Whole year,,341.0,,,4460.0,,,13.0791788856305
12368,,,,,,2006-07,Kharif,,145.0,,,1979.0,,,13.648275862068965
12369,,,,,,2007-08,Kharif,,319.0,,,4295.0,,,13.463949843260188
12370,,,,,,2008-09,Kharif,,357.0,,,4385.0,,,12.282913165266107
12371,,,,,,2009-10,Kharif,,293.0,,,3985.0,,,13.600682593856654
12372,,,,,,2010-11,Kharif,,247.0,,,3042.0,,,12.31578947368421
12373,,,,,,2011-12,Kharif,,207.0,,,2689.0,,,12.990338164251206
12374,,,,,,2012-13,Kharif,,269.0,,,3483.0,,,12.947955390334574
12375,,,,,,2013-14,Kharif,,115.0,,,1520.0,,,13.217391304347824
12376,,,,,ALLAHABAD,,,,,,,,,,
12377,,,,,,2004-05,Whole year,,139.0,,,1616.0,,,11.62589928057554
12378,,,,,,2005-06,Whole year,,60.0,,,785.0,,,13.083333333333332
12379,,,,,,2006-07,Kharif,,30.0,,,409.0,,,13.633333333333333
12380,,,,,,2007-08,Kharif,,54.0,,,727.0,,,13.462962962962964
12381,,,,,,2008-09,Kharif,,40.0,,,491.0,,,12.275
12382,,,,,,2009-10,Kharif,,72.0,,,979.0,,,13.597222222222221
12383,,,,,,2010-11,Kharif,,51.0,,,628.0,,,12.313725490196077
12384,,,,,,2011-12,Kharif,,49.0,,,636.0,,,12.979591836734693
12385,,,,,,2012-13,Kharif,,49.0,,,634.0,,,12.938775510204081
12386,,,,,,2013-14,Kharif,,56.0,,,740.0,,,13.214285714285714
12387,,,,,AMBEDKAR NGR.,,,,,,,,,,
12388,,,,,,2004-05,Whole year,,11.0,,,128.0,,,11.636363636363637
12389,,,,,,2005-06,Whole year,,10.0,,,131.0,,,13.1
12390,,,,,,2006-07,Kharif,,40.0,,,546.0,,,13.65
12391,UTTAR PRADESH,,,,,,,,,,,,,,
12392,,,Sweet potato,,,,,,,,,,,,
12393,,,,,AMBEDKAR NGR.,,,,,,,,,,
12394,,,,,,2007-08,Kharif,,8.0,,,108.0,,,13.5
12395,,,,,,2008-09,Kharif,,5.0,,,61.0,,,12.2
12396,,,,,,2009-10,Kharif,,15.0,,,204.0,,,13.6
12397,,,,,,2010-11,Kharif,,16.0,,,197.0,,,12.3125
12398,,,,,,2011-12,Kharif,,17.0,,,221.0,,,13.0
12399,,,,,,2012-13,Kharif,,8.0,,,104.0,,,13.0
12400,,,,,,2013-14,Kharif,,2.0,,,26.0,,,13.0
12401,,,,,AMETHI (CHHATRAPTI SAHUJI MAHARAJ NGR),,,,,,,,,,
12402,,,,,,2012-13,Kharif,,768.0,,,9943.0,,,12.946614583333332
12403,,,,,,2013-14,Kharif,,154.0,,,2035.0,,,13.214285714285714
12404,,,,,AMROHA (J.B.PHULE NGR.),,,,,,,,,,
12405,,,,,,2004-05,Whole year,,158.0,,,1836.0,,,11.620253164556962
12406,,,,,,2005-06,Whole year,,85.0,,,1112.0,,,13.08235294117647
12407,,,,,,2006-07,Kharif,,96.0,,,1310.0,,,13.645833333333332
12408,,,,,,2007-08,Kharif,,58.0,,,781.0,,,13.46551724137931
12409,,,,,,2008-09,Kharif,,107.0,,,1314.0,,,12.2803738317757
