,State,1,Crop,3,District,Year,Season,16,Area (ha),22,23,Production (t),27,29,Yield (t/ha)
33931,,,,,,2004-05,Kharif,,620.0,,,676.0,,,1.0903225806451613
33932,,,,,,2005-06,Kharif,,525.0,,,630.0,,,1.2
33933,,,,,,2006-07,Kharif,,640.0,,,783.0,,,1.2234375
33934,,,,,,2007-08,Kharif,,525.0,,,63.0,,,0.12
33935,,,,,,2008-09,Kharif,,525.0,,,63.0,,,0.12
33936,,,,,,2009-10,Kharif,,525.0,,,63.0,,,0.12
33937,,,,,,2010-11,Kharif,,540.0,,,729.0,,,1.35
33938,,,,,,2011-12,Kharif,,542.0,,,800.0,,,1.4760147601476015
33939,,,,,,2012-13,Kharif,,546.0,,,785.0,,,1.4377289377289377
33940,,,,,L/SUBABSIRI,,,,,,,,,,
33941,,,,,,1998-99,Kharif,,864.0,,,550.0,,,0.6365740740740741
33942,,,,,,1999-00,Kharif,,1600.0,,,1291.0,,,0.806875
33943,,,,,,2000-01,Kharif,,1650.0,,,1815.0,,,1.1
33944,,,,,,2001-02,Kharif,,1000.0,,,1165.0,,,1.165
33945,,,,,,2002-03,Kharif,,1335.0,,,1504.0,,,1.1265917602996256
33946,,,,,,2003-04,Kharif,,2374.0,,,3073.0,,,1.2944397641112046
33947,,,,,,2004-05,Kharif,,2611.0,,,3368.0,,,1.2899272309459977
33948,,,,,,2005-06,Kharif,,2504.0,,,3602.0,,,1.4384984025559107
33949,ARUNACHAL PRADESH,,,,,,,,,,,,,,
33950,,,Small millets,,,,,,,,,,,,
33951,,,,,L/SUBABSIRI,,,,,,,,,,
33952,,,,,,2006-07,Kharif,,2542.0,,,3656.0,,,1.4382376081825334
33953,,,,,,2007-08,Kharif,,1850.0,,,1341.0,,,0.7248648648648648
33954,,,,,,2008-09,Kharif,,1887.0,,,1359.0,,,0.7201907790143085
33955,,,,,,2009-10,Kharif,,1924.0,,,1443.0,,,0.75
33956,,,,,,2010-11,Kharif,,1529.0,,,1441.0,,,0.9424460431654675
33957,,,,,,2011-12,Kharif,,1503.0,,,1582.0,,,1.0525615435795077
33958,,,,,,2012-13,Kharif,,1503.0,,,1582.0,,,1.0525615435795077
33959,,,,,LOHIT,,,,,,,,,,
33960,,,,,,1998-99,Kharif,,762.0,,,571.0,,,0.7493438320209974
33961,,,,,,1999-00,Kharif,,738.0,,,479.0,,,0.6490514905149051
33962,,,,,,2000-01,Kharif,,710.0,,,639.0,,,0.9
33963,,,,,,2001-02,Kharif,,1300.0,,,950.0,,,0.7307692307692308
33964,,,,,,2002-03,Kharif,,728.0,,,692.0,,,0.9505494505494505
33965,,,,,,2003-04,Kharif,,740.0,,,708.0,,,0.9567567567567568
33966,,,,,,2004-05,Kharif,,80.0,,,76.0,,,0.95
33967,,,,,,2005-06,Kharif,,95.0,,,85.0,,,0.8947368421052632
33968,,,,,,2006-07,Kharif,,90.0,,,90.0,,,1.0
33969,,,,,,2007-08,Kharif,,92.0,,,78.0,,,0.8478260869565217
33970,,,,,,2008-09,Kharif,,94.0,,,76.0,,,0.8085106382978724
33971,,,,,,2009-10,Kharif,,93.0,,,69.0,,,0.7419354838709676
33972,,,,,,2010-11,Kharif,,98.0,,,82.0,,,0.8367346938775511
33973,,,,,,2011-12,Kharif,,99.0,,,90.0,,,0.9090909090909091
33974,,,,,,2012-13,Kharif,,95.0,,,82.0,,,0.863157894736842
33975,,,,,LOWER DIBANG VALLEY,,,,,,,,,,
33976,,,,,,2003-04,Kharif,,1320.0,,,850.0,,,0.6439393939393939
33977,,,,,,2004-05,Kharif,,1322.0,,,1005.0,,,0.7602118003025718
33978,,,,,,2005-06,Kharif,,1340.0,,,1005.0,,,0.75
33979,,,,,,2006-07,Kharif,,1390.0,,,1042.0,,,0.7496402877697842
33980,,,,,,2007-08,Kharif,,1450.0,,,1087.0,,,0.7496551724137932
33981,,,,,,2008-09,Kharif,,1431.0,,,1073.0,,,0.7498252969951084
33982,,,,,,2009-10,Kharif,,1445.0,,,1084.0,,,0.7501730103806229
33983,,,,,,2010-11,Kharif,,1465.0,,,1026.0,,,0.7003412969283276
33984,,,,,,2011-12,Kharif,,1485.0,,,1126.0,,,0.7582491582491582
33985,,,,,,2012-13,Kharif,,1515.0,,,1212.0,,,0.8
33986,,,,,PAPUMPARE,,,,,,,,,,
33987,,,,,,1998-99,Kharif,,535.0,,,494.0,,,0.9233644859813084
33988,,,,,,1999-00,Kharif,,530.0,,,540.0,,,1.0188679245283019
33989,,,,,,2000-01,Kharif,,509.0,,,545.0,,,1.0707269155206287
33990,,,,,,2001-02,Kharif,,559.0,,,595.0,,,1.0644007155635062
33991,,,,,,2002-03,Kharif,,1050.0,,,1140.0,,,1.0857142857142856
33992,,,,,,2003-04,Kharif,,656.0,,,728.0,,,1.1097560975609755
33993,,,,,,2004-05,Kharif,,600.0,,,738.0,,,1.23
33994,,,,,,2005-06,Kharif,,695.0,,,861.0,,,1.2388489208633093
33995,,,,,,2006-07,Kharif,,695.0,,,904.0,,,1.3007194244604314
33996,,,,,,2007-08,Kharif,,625.0,,,750.0,,,1.2
33997,,,,,,2008-09,Kharif,,627.0,,,815.0,,,1.2998405103668262
33998,,,,,,2009-10,Kharif,,635.0,,,857.0,,,1.3496062992125986
33999,,,,,,2010-11,Kharif,,639.0,,,848.0,,,1.3270735524256652
34000,,,,,,2011-12,Kharif,,649.0,,,931.0,,,1.4345146379044684
34001,ARUNACHAL PRADESH,,,,,,,,,,,,,,
34002,,,Small millets,,,,,,,,,,,,
34003,,,,,PAPUMPARE,,,,,,,,,,
34004,,,,,,2012-13,Kharif,,641.0,,,857.0,,,1.3369734789391574
34005,,,,,TAWANG,,,,,,,,,,
34006,,,,,,1998-99,Kharif,,943.0,,,848.0,,,0.8992576882290563
34007,,,,,,1999-00,Kharif,,954.0,,,906.0,,,0.9496855345911949
34008,,,,,,2000-01,Kharif,,880.0,,,945.0,,,1.0738636363636365
34009,,,,,,2001-02,Kharif,,884.0,,,949.0,,,1.0735294117647058
34010,,,,,,2002-03,Kharif,,885.0,,,948.0,,,1.071186440677966
34011,,,,,,2003-04,Kharif,,835.0,,,1002.0,,,1.2
34012,,,,,,2004-05,Kharif,,835.0,,,1002.0,,,1.2
34013,,,,,,2005-06,Kharif,,835.0,,,1002.0,,,1.2
34014,,,,,,2006-07,Kharif,,835.0,,,1002.0,,,1.2
34015,,,,,,2007-08,Kharif,,835.0,,,1002.0,,,1.2
34016,,,,,,2008-09,Kharif,,850.0,,,1105.0,,,1.3
34017,,,,,,2009-10,Kharif,,1000.0,,,1200.0,,,1.2
34018,,,,,,2010-11,Kharif,,1010.0,,,1212.0,,,1.2
34019,,,,,,2011-12,Kharif,,1015.0,,,1331.0,,,1.3113300492610838
34020,,,,,,2012-13,Kharif,,1015.0,,,1218.0,,,1.2
34021,,,,,TIRAP,,,,,,,,,,
34022,,,,,,1998-99,Kharif,,4430.0,,,3628.0,,,0.8189616252821671
34023,,,,,,1999-00,Kharif,,4204.0,,,3364.0,,,0.8001902949571835
34024,,,,,,2000-01,Kharif,,4138.0,,,2720.0,,,0.6573223779603673
34025,,,,,,2001-02,Kharif,,400.0,,,342.0,,,0.855
34026,,,,,,2002-03,Kharif,,4470.0,,,3008.0,,,0.672930648769575
34027,,,,,,2003-04,Kharif,,4470.0,,,3627.0,,,0.8114093959731544
34028,,,,,,2004-05,Kharif,,4775.0,,,3626.0,,,0.7593717277486911
34029,,,,,,2005-06,Kharif,,4780.0,,,3630.0,,,0.7594142259414225
34030,,,,,,2006-07,Kharif,,4785.0,,,3635.0,,,0.7596656217345873
34031,,,,,,2007-08,Kharif,,4780.0,,,3635.0,,,0.7604602510460251
34032,,,,,,2008-09,Kharif,,4775.0,,,2865.0,,,0.6
34033,,,,,,2009-10,Kharif,,4532.0,,,2870.0,,,0.6332744924977934
34034,,,,,,2010-11,Kharif,,4556.0,,,2878.0,,,0.6316944688323091
34035,,,,,,2011-12,Kharif,,4556.0,,,3162.0,,,0.6940298507462687
34036,,,,,,2012-13,Kharif,,4560.0,,,4560.0,,,1.0
34037,,,,,U/SIANG,,,,,,,,,,
34038,,,,,,1998-99,Kharif,,1200.0,,,1320.0,,,1.1
34039,,,,,,1999-00,Kharif,,1250.0,,,1335.0,,,1.068
34040,,,,,,2000-01,Kharif,,1250.0,,,850.0,,,0.68
34041,,,,,,2001-02,Kharif,,530.0,,,503.0,,,0.9490566037735849
34042,,,,,,2002-03,Kharif,,1500.0,,,1200.0,,,0.8
34043,,,,,,2003-04,Kharif,,1500.0,,,1200.0,,,0.8
34044,,,,,,2004-05,Kharif,,1058.0,,,1058.0,,,1.0
34045,,,,,,2005-06,Kharif,,1100.0,,,1100.0,,,1.0
34046,,,,,,2006-07,Kharif,,1100.0,,,1100.0,,,1.0
34047,,,,,,2007-08,Kharif,,1110.0,,,860.0,,,0.7747747747747747
34048,,,,,,2008-09,Kharif,,1110.0,,,555.0,,,0.5
34049,,,,,,2009-10,Kharif,,1110.0,,,666.0,,,0.6
34050,,,,,,2010-11,Kharif,,1110.0,,,666.0,,,0.6
34051,,,,,,2011-12,Kharif,,1110.0,,,731.0,,,0.6585585585585585
34052,,,,,,2012-13,Kharif,,1100.0,,,715.0,,,0.65
34053,ARUNACHAL PRADESH,,,,,,,,,,,,,,
34054,,,Small millets,,,,,,,,,,,,
34055,,,,,U/SUBANSIRI,,,,,,,,,,
34056,,,,,,1998-99,Kharif,,875.0,,,1075.0,,,1.2285714285714286
34057,,,,,,1999-00,Kharif,,900.0,,,980.0,,,1.0888888888888888
34058,,,,,,2000-01,Kharif,,1200.0,,,1335.0,,,1.1125
34059,,,,,,2001-02,Kharif,,1600.0,,,1750.0,,,1.09375
34060,,,,,,2002-03,Kharif,,1335.0,,,1504.0,,,1.1265917602996256
34061,,,,,,2003-04,Kharif,,1055.0,,,1145.0,,,1.085308056872038
34062,,,,,,2004-05,Kharif,,1056.0,,,1146.0,,,1.0852272727272727
34063,,,,,,2005-06,Kharif,,1669.0,,,1575.0,,,0.9436788496105453
34064,,,,,,2006-07,Kharif,,1237.0,,,1113.0,,,0.8997574777687954
34065,,,,,,2007-08,Kharif,,1629.0,,,1938.0,,,1.1896869244935544
34066,,,,,,2008-09,Kharif,,1477.0,,,1610.0,,,1.0900473933649288
34067,,,,,,2009-10,Kharif,,1253.0,,,1366.0,,,1.0901835594573024
34068,,,,,,2010-11,Kharif,,1286.0,,,1658.0,,,1.2892690513219285
34069,,,,,,2011-12,Kharif,,1295.0,,,1820.0,,,1.4054054054054055
34070,,,,,,2012-13,Kharif,,1452.0,,,2015.0,,,1.387741046831956
34071,,,,,W/KAMENG,,,,,,,,,,
34072,,,,,,1998-99,Kharif,,1297.0,,,1258.0,,,0.9699306090979182
34073,,,,,,1999-00,Kharif,,1297.0,,,1000.0,,,0.7710100231303006
34074,,,,,,2000-01,Kharif,,1299.0,,,1260.0,,,0.9699769053117783
34075,,,,,,2001-02,Kharif,,1299.0,,,1260.0,,,0.9699769053117783
34076,,,,,,2002-03,Kharif,,1299.0,,,1260.0,,,0.9699769053117783
34077,,,,,,2003-04,Kharif,,1300.0,,,1261.0,,,0.97
34078,,,,,,2004-05,Kharif,,1300.0,,,1262.0,,,0.9707692307692308
34079,,,,,,2005-06,Kharif,,977.0,,,948.0,,,0.970317297850563
34080,,,,,,2006-07,Kharif,,972.0,,,943.0,,,0.9701646090534979
34081,,,,,,2007-08,Kharif,,972.0,,,947.0,,,0.9742798353909465
34082,,,,,,2008-09,Kharif,,958.0,,,1008.0,,,1.0521920668058455
34083,,,,,,2009-10,Kharif,,1011.0,,,998.0,,,0.9871414441147378
34084,,,,,,2010-11,Kharif,,1010.0,,,990.0,,,0.9801980198019803
34085,,,,,,2011-12,Kharif,,1015.0,,,1087.0,,,1.070935960591133
34086,,,,,,2012-13,Kharif,,1010.0,,,990.0,,,0.9801980198019803
34087,,,,,W/SIANG,,,,,,,,,,
34088,,,,,,1998-99,Kharif,,2520.0,,,1538.0,,,0.6103174603174604
34089,,,,,,1999-00,Kharif,,2526.0,,,2053.0,,,0.8127474267616787
34090,,,,,,2000-01,Kharif,,2526.0,,,2053.0,,,0.8127474267616787
34091,,,,,,2001-02,Kharif,,2538.0,,,2147.0,,,0.8459416863672183
34092,,,,,,2002-03,Kharif,,2553.0,,,2128.0,,,0.8335291813552683
34093,,,,,,2003-04,Kharif,,2554.0,,,2148.0,,,0.8410336726703211
34094,,,,,,2004-05,Kharif,,2576.0,,,2176.0,,,0.84472049689441
34095,,,,,,2005-06,Kharif,,2622.0,,,2284.0,,,0.8710907704042715
34096,,,,,,2006-07,Kharif,,2538.0,,,2166.0,,,0.8534278959810875
34097,,,,,,2007-08,Kharif,,2602.0,,,2203.0,,,0.8466564181398923
34098,,,,,,2008-09,Kharif,,2612.0,,,2234.0,,,0.8552833078101072
34099,,,,,,2009-10,Kharif,,2620.0,,,2281.0,,,0.8706106870229007
34100,,,,,,2010-11,Kharif,,2622.0,,,2297.0,,,0.876048817696415
34101,,,,,,2011-12,Kharif,,2563.0,,,2522.0,,,0.9840031213421772
34102,,,,,,2012-13,Kharif,,2449.0,,,2006.0,,,0.819109840751327
34103,,,Other Kharif Pulses,,,,,,,,,,,,
34104,,,,,ANJAW,,,,,,,,,,
34105,ARUNACHAL PRADESH,,,,,,,,,,,,,,
34106,,,Other Kharif Pulses,,,,,,,,,,,,
34107,,,,,ANJAW,,,,,,,,,,
34108,,,,,,2006-07,Kharif,,155.0,,,187.0,,,1.2064516129032257
34109,,,,,CHANGLANG,,,,,,,,,,
34110,,,,,,1999-00,Kharif,,1190.0,,,775.0,,,0.6512605042016807
34111,,,,,,2006-07,Kharif,,114.0,,,94.0,,,0.8245614035087719
34112,,,,,D/VALLEY,,,,,,,,,,
34113,,,,,,1999-00,Kharif,,411.0,,,411.0,,,1.0
34114,,,,,,2006-07,Kharif,,746.0,,,637.0,,,0.853887399463807
34115,,,,,E/KAMENG,,,,,,,,,,
34116,,,,,,1999-00,Kharif,,472.0,,,584.0,,,1.2372881355932204
34117,,,,,,2006-07,Kharif,,843.0,,,886.0,,,1.0510083036773428
34118,,,,,E/SIANG,,,,,,,,,,
34119,,,,,,1999-00,Kharif,,755.0,,,882.0,,,1.1682119205298014
34120,,,,,,2006-07,Kharif,,275.0,,,220.0,,,0.8
34121,,,,,KURUNG KAMEY,,,,,,,,,,
34122,,,,,,2006-07,Kharif,,415.0,,,436.0,,,1.0506024096385542
34123,,,,,L/SUBABSIRI,,,,,,,,,,
34124,,,,,,1999-00,Kharif,,120.0,,,360.0,,,3.0
34125,,,,,,2006-07,Kharif,,530.0,,,532.0,,,1.0037735849056604
34126,,,,,LOHIT,,,,,,,,,,
34127,,,,,,1999-00,Kharif,,1300.0,,,1365.0,,,1.05
34128,,,,,,2006-07,Kharif,,232.0,,,182.0,,,0.7844827586206897
34129,,,,,LOWER DIBANG VALLEY,,,,,,,,,,
34130,,,,,,2006-07,Kharif,,367.0,,,359.0,,,0.9782016348773843
34131,,,,,PAPUMPARE,,,,,,,,,,
34132,,,,,,1999-00,Kharif,,210.0,,,185.0,,,0.880952380952381
34133,,,,,,2006-07,Kharif,,640.0,,,628.0,,,0.98125
34134,,,,,TAWANG,,,,,,,,,,
34135,,,,,,1999-00,Kharif,,425.0,,,472.0,,,1.1105882352941177
34136,,,,,,2006-07,Kharif,,179.0,,,213.0,,,1.1899441340782122
34137,,,,,TIRAP,,,,,,,,,,
34138,,,,,,1999-00,Kharif,,113.0,,,167.0,,,1.4778761061946903
34139,,,,,,2006-07,Kharif,,197.0,,,219.0,,,1.1116751269035532
34140,,,,,U/SIANG,,,,,,,,,,
34141,,,,,,1999-00,Kharif,,90.0,,,50.0,,,0.5555555555555556
34142,,,,,,2006-07,Kharif,,1669.0,,,2228.0,,,1.334931096464949
34143,,,,,U/SUBANSIRI,,,,,,,,,,
34144,,,,,,1999-00,Kharif,,482.0,,,508.0,,,1.053941908713693
34145,,,,,,2006-07,Kharif,,348.0,,,360.0,,,1.0344827586206897
34146,,,,,W/KAMENG,,,,,,,,,,
34147,,,,,,1999-00,Kharif,,336.0,,,250.0,,,0.744047619047619
34148,,,,,,2006-07,Kharif,,195.0,,,160.0,,,0.8205128205128206
34149,,,,,W/SIANG,,,,,,,,,,
34150,,,,,,1999-00,Kharif,,650.0,,,625.0,,,0.9615384615384616
34151,,,,,,2006-07,Kharif,,937.0,,,957.0,,,1.0213447171824972
34152,,,Groundnut,,,,,,,,,,,,
34153,,,,,CHANGLANG,,,,,,,,,,
34154,,,,,,1998-99,Rabi,,120.0,,,126.0,,,1.05
34155,ARUNACHAL PRADESH,,,,,,,,,,,,,,
34156,,,Groundnut,,,,,,,,,,,,
34157,,,,,D/VALLEY,,,,,,,,,,
34158,,,,,,1998-99,Rabi,,40.0,,,30.0,,,0.75
34159,,,,,E/KAMENG,,,,,,,,,,
34160,,,,,,1998-99,Rabi,,65.0,,,74.0,,,1.1384615384615384
34161,,,,,E/SIANG,,,,,,,,,,
34162,,,,,,1998-99,Rabi,,35.0,,,20.0,,,0.5714285714285715
34163,,,,,L/SUBABSIRI,,,,,,,,,,
34164,,,,,,1998-99,Rabi,,30.0,,,15.0,,,0.5
34165,,,,,LOHIT,,,,,,,,,,
34166,,,,,,1998-99,Rabi,,60.0,,,45.0,,,0.75
34167,,,,,PAPUMPARE,,,,,,,,,,
34168,,,,,,1998-99,Rabi,,43.0,,,20.0,,,0.46511627906976744
34169,,,,,TAWANG,,,,,,,,,,
34170,,,,,,1998-99,Rabi,,7.0,,,5.0,,,0.7142857142857143
34171,,,,,TIRAP,,,,,,,,,,
34172,,,,,,1998-99,Rabi,,35.0,,,15.0,,,0.42857142857142855
34173,,,,,U/SIANG,,,,,,,,,,
34174,,,,,,1998-99,Rabi,,3.0,,,3.0,,,1.0
34175,,,,,U/SUBANSIRI,,,,,,,,,,
34176,,,,,,1998-99,Rabi,,7.0,,,7.0,,,1.0
34177,,,,,W/KAMENG,,,,,,,,,,
34178,,,,,,1998-99,Rabi,,35.0,,,28.0,,,0.8
34179,,,,,W/SIANG,,,,,,,,,,
34180,,,,,,1998-99,Rabi,,20.0,,,12.0,,,0.6
34181,,,Sesamum,,,,,,,,,,,,
34182,,,,,CHANGLANG,,,,,,,,,,
34183,,,,,,1998-99,Kharif,,430.0,,,244.0,,,0.5674418604651162
34184,,,,,D/VALLEY,,,,,,,,,,
34185,,,,,,1998-99,Kharif,,133.0,,,95.0,,,0.7142857142857143
34186,,,,,E/KAMENG,,,,,,,,,,
34187,,,,,,1998-99,Kharif,,215.0,,,90.0,,,0.4186046511627907
34188,,,,,E/SIANG,,,,,,,,,,
34189,,,,,,1998-99,Kharif,,100.0,,,78.0,,,0.78
34190,,,,,L/SUBABSIRI,,,,,,,,,,
34191,,,,,,1998-99,Kharif,,32.0,,,15.0,,,0.46875
34192,,,,,LOHIT,,,,,,,,,,
34193,,,,,,1998-99,Kharif,,96.0,,,65.0,,,0.6770833333333333
34194,,,,,PAPUMPARE,,,,,,,,,,
34195,,,,,,1998-99,Kharif,,235.0,,,80.0,,,0.3404255319148936
34196,,,,,U/SIANG,,,,,,,,,,
34197,,,,,,1998-99,Kharif,,4.0,,,3.0,,,0.75
34198,,,,,U/SUBANSIRI,,,,,,,,,,
34199,,,,,,1998-99,Kharif,,55.0,,,40.0,,,0.7272727272727273
34200,,,,,W/SIANG,,,,,,,,,,
34201,,,,,,1998-99,Kharif,,60.0,,,40.0,,,0.6666666666666667
34202,,,Rapeseed &Mustard,,,,,,,,,,,,
34203,,,,,CHANGLANG,,,,,,,,,,
34204,ARUNACHAL PRADESH,,,,,,,,,,,,,,
34205,,,Rapeseed &Mustard,,,,,,,,,,,,
34206,,,,,CHANGLANG,,,,,,,,,,
34207,,,,,,1998-99,Rabi,,4215.0,,,3200.0,,,0.7591933570581257
34208,,,,,D/VALLEY,,,,,,,,,,
34209,,,,,,1998-99,Rabi,,2790.0,,,3071.0,,,1.1007168458781362
34210,,,,,E/KAMENG,,,,,,,,,,
34211,,,,,,1998-99,Rabi,,272.0,,,350.0,,,1.286764705882353
34212,,,,,E/SIANG,,,,,,,,,,
34213,,,,,,1998-99,Rabi,,3350.0,,,3420.0,,,1.0208955223880596
34214,,,,,L/SUBABSIRI,,,,,,,,,,
34215,,,,,,1998-99,Rabi,,950.0,,,410.0,,,0.431578947368421
34216,,,,,LOHIT,,,,,,,,,,
34217,,,,,,1998-99,Rabi,,6720.0,,,7380.0,,,1.0982142857142856
34218,,,,,PAPUMPARE,,,,,,,,,,
34219,,,,,,1998-99,Rabi,,430.0,,,295.0,,,0.686046511627907
34220,,,,,TAWANG,,,,,,,,,,
34221,,,,,,1998-99,Rabi,,56.0,,,78.0,,,1.3928571428571428
34222,,,,,TIRAP,,,,,,,,,,
34223,,,,,,1998-99,Rabi,,433.0,,,121.0,,,0.279445727482679
34224,,,,,U/SIANG,,,,,,,,,,
34225,,,,,,1998-99,Rabi,,10.0,,,12.0,,,1.2
34226,,,,,U/SUBANSIRI,,,,,,,,,,
34227,,,,,,1998-99,Rabi,,40.0,,,63.0,,,1.575
34228,,,,,W/KAMENG,,,,,,,,,,
34229,,,,,,1998-99,Rabi,,95.0,,,95.0,,,1.0
34230,,,,,W/SIANG,,,,,,,,,,
34231,,,,,,1998-99,Rabi,,1270.0,,,1135.0,,,0.8937007874015748
34232,,,Sunflower,,,,,,,,,,,,
34233,,,,,CHANGLANG,,,,,,,,,,
34234,,,,,,1998-99,Kharif,,55.0,,,20.0,,,0.36363636363636365
34235,,,,,D/VALLEY,,,,,,,,,,
34236,,,,,,1998-99,Kharif,,20.0,,,10.0,,,0.5
34237,,,,,E/KAMENG,,,,,,,,,,
34238,,,,,,1998-99,Kharif,,38.0,,,26.0,,,0.6842105263157895
34239,,,,,E/SIANG,,,,,,,,,,
34240,,,,,,1998-99,Kharif,,29.0,,,13.0,,,0.4482758620689655
34241,,,,,L/SUBABSIRI,,,,,,,,,,
34242,,,,,,1998-99,Kharif,,25.0,,,7.0,,,0.28
34243,,,,,LOHIT,,,,,,,,,,
34244,,,,,,1998-99,Kharif,,35.0,,,20.0,,,0.5714285714285715
34245,,,,,PAPUMPARE,,,,,,,,,,
34246,,,,,,1998-99,Kharif,,60.0,,,20.0,,,0.33333333333333337
34247,,,,,TAWANG,,,,,,,,,,
34248,,,,,,1998-99,Kharif,,77.0,,,45.0,,,0.5844155844155844
34249,,,,,TIRAP,,,,,,,,,,
34250,,,,,,1998-99,Kharif,,20.0,,,3.0,,,0.15
34251,,,,,U/SIANG,,,,,,,,,,
34252,,,,,,1998-99,Kharif,,3.0,,,2.0,,,0.6666666666666667
34253,ARUNACHAL PRADESH,,,,,,,,,,,,,,
34254,,,Sunflower,,,,,,,,,,,,
34255,,,,,U/SUBANSIRI,,,,,,,,,,
34256,,,,,,1998-99,Kharif,,15.0,,,8.0,,,0.5333333333333333
34257,,,,,W/KAMENG,,,,,,,,,,
34258,,,,,,1998-99,Kharif,,28.0,,,16.0,,,0.5714285714285715
34259,,,,,W/SIANG,,,,,,,,,,
34260,,,,,,1998-99,Kharif,,30.0,,,15.0,,,0.5
34261,,,Soyabean,,,,,,,,,,,,
34262,,,,,CHANGLANG,,,,,,,,,,
34263,,,,,,1998-99,Kharif,,520.0,,,592.0,,,1.1384615384615384
34264,,,,,D/VALLEY,,,,,,,,,,
34265,,,,,,1998-99,Kharif,,335.0,,,670.0,,,2.0
34266,,,,,E/KAMENG,,,,,,,,,,
34267,,,,,,1998-99,Kharif,,96.0,,,205.0,,,2.1354166666666665
34268,,,,,E/SIANG,,,,,,,,,,
34269,,,,,,1998-99,Kharif,,341.0,,,324.0,,,0.9501466275659824
34270,,,,,L/SUBABSIRI,,,,,,,,,,
34271,,,,,,1998-99,Kharif,,79.0,,,60.0,,,0.759493670886076
34272,,,,,LOHIT,,,,,,,,,,
34273,,,,,,1998-99,Kharif,,240.0,,,450.0,,,1.875
34274,,,,,PAPUMPARE,,,,,,,,,,
34275,,,,,,1998-99,Kharif,,253.0,,,280.0,,,1.1067193675889329
34276,,,,,TAWANG,,,,,,,,,,
34277,,,,,,1998-99,Kharif,,145.0,,,214.0,,,1.475862068965517
34278,,,,,TIRAP,,,,,,,,,,
34279,,,,,,1998-99,Kharif,,400.0,,,130.0,,,0.325
34280,,,,,U/SIANG,,,,,,,,,,
34281,,,,,,1998-99,Kharif,,13.0,,,16.0,,,1.2307692307692308
34282,,,,,U/SUBANSIRI,,,,,,,,,,
34283,,,,,,1998-99,Kharif,,73.0,,,170.0,,,2.328767123287671
34284,,,,,W/KAMENG,,,,,,,,,,
34285,,,,,,1998-99,Kharif,,25.0,,,51.0,,,2.04
34286,,,,,W/SIANG,,,,,,,,,,
34287,,,,,,1998-99,Kharif,,200.0,,,228.0,,,1.14
34288,,,Dry chillies,,,,,,,,,,,,
34289,,,,,ANJAW,,,,,,,,,,
34290,,,,,,2004-05,Whole year,,13.0,,,18.0,,,1.3846153846153846
34291,,,,,,2005-06,Whole year,,20.0,,,28.0,,,1.4
34292,,,,,,2006-07,Whole year,,21.0,,,30.0,,,1.4285714285714286
34293,,,,,,2007-08,Whole year,,22.0,,,314.0,,,14.272727272727273
34294,,,,,,2008-09,Whole year,,20.0,,,26.0,,,1.3
34295,,,,,,2009-10,Whole year,,18.0,,,25.0,,,1.3888888888888888
34296,,,,,,2010-11,Whole year,,20.0,,,30.0,,,1.5
34297,,,,,,2011-12,Whole year,,22.0,,,35.0,,,1.5909090909090908
34298,,,,,,2012-13,Whole year,,24.0,,,96.0,,,4.0
34299,,,,,CHANGLANG,,,,,,,,,,
34300,,,,,,1998-99,Whole year,,535.0,,,470.0,,,0.8785046728971964
34301,,,,,,1999-00,Whole year,,540.0,,,485.0,,,0.8981481481481481
34302,,,,,,2000-01,Whole year,,314.0,,,415.0,,,1.321656050955414
34303,ARUNACHAL PRADESH,,,,,,,,,,,,,,
34304,,,Dry chillies,,,,,,,,,,,,
34305,,,,,CHANGLANG,,,,,,,,,,
34306,,,,,,2001-02,Whole year,,308.0,,,410.0,,,1.3311688311688312
34307,,,,,,2002-03,Whole year,,320.0,,,480.0,,,1.5
34308,,,,,,2003-04,Whole year,,345.0,,,534.0,,,1.547826086956522
34309,,,,,,2004-05,Whole year,,400.0,,,415.0,,,1.0375
34310,,,,,,2005-06,Whole year,,719.0,,,982.0,,,1.3657858136300416
34311,,,,,,2006-07,Whole year,,329.0,,,472.0,,,1.4346504559270516
34312,,,,,,2007-08,Whole year,,700.0,,,990.0,,,1.4142857142857141
34313,,,,,,2008-09,Whole year,,634.0,,,992.0,,,1.5646687697160884
34314,,,,,,2009-10,Whole year,,710.0,,,1079.0,,,1.519718309859155
34315,,,,,,2010-11,Whole year,,700.0,,,1064.0,,,1.52
34316,,,,,,2011-12,Whole year,,788.0,,,1254.0,,,1.5913705583756346
34317,,,,,,2012-13,Whole year,,720.0,,,1080.0,,,1.5
34318,,,,,D/VALLEY,,,,,,,,,,
34319,,,,,,1998-99,Whole year,,50.0,,,85.0,,,1.7
34320,,,,,,1999-00,Whole year,,75.0,,,130.0,,,1.7333333333333334
34321,,,,,,2000-01,Whole year,,80.0,,,320.0,,,4.0
34322,,,,,,2001-02,Whole year,,110.0,,,145.0,,,1.3181818181818181
34323,,,,,,2002-03,Whole year,,17.0,,,25.0,,,1.4705882352941178
34324,,,,,,2003-04,Whole year,,17.0,,,25.0,,,1.4705882352941178
34325,,,,,,2004-05,Whole year,,125.0,,,152.0,,,1.216
34326,,,,,,2005-06,Whole year,,18.0,,,28.0,,,1.5555555555555554
34327,,,,,,2006-07,Whole year,,20.0,,,31.0,,,1.55
34328,,,,,,2007-08,Whole year,,20.0,,,31.0,,,1.55
